Company index,Quoted,Country ISO code,NACE2,Operating revenue EU (Turnover LAY),Number of employees (LAY),Size classification,DPO,Purpose,Acquired data,Data sharing,Rights
272,No,IT,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,83231178.0,145.0,Large or Very large company,0,0,0,1,0
273,No,DE,INFORMATION AND COMMUNICATION,18700000.0,35.0,Large or Very large company,1,1,1,0,1
274,No,ES,REAL ESTATE ACTIVITIES,15277840.09,5.0,Large or Very large company,0,0,0,0,1
275,No,DK,CONSTRUCTION,63477029.2881603,226.0,Large or Very large company,0,0,0,0,1
276,No,DE,INFORMATION AND COMMUNICATION,10700000.0,27.0,Large or Very large company,1,1,1,1,1
277,No,DE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",45140784.94,447.0,Large or Very large company,1,1,1,1,1
278,No,ES,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,1693252.62,7.0,Large or Very large company,0,0,0,0,0
279,Yes,FI,MANUFACTURING,3757000000.0,14046.0,Large or Very large company,0,1,0,1,1
280,No,FR,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,11790218.0,,Large or Very large company,0,0,1,0,0
281,No,DE,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",189704408.37,279.0,Large or Very large company,1,1,0,0,1
284,No,NL,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,,95.0,Large or Very large company,1,0,0,0,1
286,No,DE,MANUFACTURING,37061029.15,294.0,Large or Very large company,1,0,1,1,0
287,No,DE,TRANSPORTATION AND STORAGE,32263179.27,35.0,Large or Very large company,1,1,1,0,1
288,No,FR,CONSTRUCTION,683260049.0,2137.0,Large or Very large company,1,1,0,0,1
289,No,PL,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",63051.7637544073,13.0,Large or Very large company,0,0,1,1,0
290,No,FI,FINANCIAL AND INSURANCE ACTIVITIES,126077000.0,739.0,Large or Very large company,1,1,1,0,1
291,No,BE,FINANCIAL AND INSURANCE ACTIVITIES,,,Large or Very large company,0,0,1,0,1
292,No,FR,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",180504798.0,3.0,Large or Very large company,1,1,1,1,1
294,No,NL,FINANCIAL AND INSURANCE ACTIVITIES,761296978.256,4.0,Large or Very large company,0,1,1,1,0
295,No,PL,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",960543.226266027,,Large or Very large company,1,0,1,0,1
296,No,AT,OTHER SERVICE ACTIVITIES,13934517.49,106.0,Large or Very large company,1,0,1,0,1
297,No,AT,MANUFACTURING,30371084.1,70.0,Large or Very large company,1,0,0,0,1
298,No,IT,MANUFACTURING,13282111.0,73.0,Large or Very large company,1,0,1,1,1
299,No,EE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,24046320.0,67.0,Large or Very large company,1,0,1,1,1
300,No,IT,MANUFACTURING,92376000.0,648.0,Large or Very large company,1,1,1,1,1
301,No,NL,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",1414000000.0,4248.0,Large or Very large company,1,0,1,0,0
302,No,LT,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,41480609.0,24.0,Large or Very large company,1,0,1,1,1
304,No,ES,CONSTRUCTION,70332934.0,544.0,Large or Very large company,0,0,0,0,0
305,No,BE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",4960010.0,8.0,Large or Very large company,1,1,1,1,1
306,No,DE,MANUFACTURING,,260.0,Large or Very large company,1,1,0,1,1
307,No,DK,CONSTRUCTION,34700297.769834,184.0,Large or Very large company,1,1,1,1,1
308,No,IE,CONSTRUCTION,18226573.0,31.0,Large or Very large company,0,0,0,0,0
309,No,IT,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,44712507.0,23.0,Large or Very large company,0,0,1,1,0
310,No,DE,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",,800.0,Large or Very large company,1,0,0,1,0
311,No,HU,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,16975902.4225364,17.0,Large or Very large company,1,1,0,1,1
312,No,DE,MANUFACTURING,326486333.799,933.0,Large or Very large company,1,0,0,0,1
313,No,DE,MANUFACTURING,,380.0,Large or Very large company,1,0,0,0,1
314,No,IT,FINANCIAL AND INSURANCE ACTIVITIES,325175793.0,1592.0,Large or Very large company,1,1,0,0,1
315,No,SE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,281374340.774819,743.0,Large or Very large company,1,1,1,1,1
316,No,LU,FINANCIAL AND INSURANCE ACTIVITIES,-21227.0,,Large or Very large company,1,0,0,0,0
319,No,SE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,39194273.0826894,72.0,Large or Very large company,1,0,1,1,0
320,No,BG,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,21287026.8229425,170.0,Large or Very large company,1,1,1,1,1
321,No,NL,FINANCIAL AND INSURANCE ACTIVITIES,,4.0,Large or Very large company,1,1,1,1,0
322,No,FI,MANUFACTURING,3235216.0,84.0,Large or Very large company,0,0,1,1,1
323,No,NL,EDUCATION,53594000.0,320.0,Large or Very large company,0,1,0,1,0
324,No,DE,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,151381943.98,602.0,Large or Very large company,0,0,0,0,1
325,No,LU,FINANCIAL AND INSURANCE ACTIVITIES,554195000.0,6069.0,Large or Very large company,1,0,1,0,1
326,No,IE,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,8278500.0,,Large or Very large company,1,1,1,1,1
327,No,DE,MANUFACTURING,,160.0,Large or Very large company,1,0,1,1,1
329,No,FI,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",15942000.0,,Large or Very large company,0,0,1,1,1
330,No,SE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",106420105.414255,381.0,Large or Very large company,1,0,1,1,1
331,No,BE,MANUFACTURING,17296366.0,19.0,Large or Very large company,1,1,1,1,1
332,No,IT,MANUFACTURING,5631601.0,41.0,Large or Very large company,1,1,1,0,1
333,No,ES,MANUFACTURING,13973605.149,83.0,Large or Very large company,1,1,0,0,1
334,No,IT,TRANSPORTATION AND STORAGE,10377105.0,46.0,Large or Very large company,1,1,0,1,0
335,No,DE,FINANCIAL AND INSURANCE ACTIVITIES,205457810.29,805.0,Large or Very large company,1,0,1,0,1
336,No,FR,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",26263773.0,29.0,Large or Very large company,1,1,1,1,1
337,Yes,ES,FINANCIAL AND INSURANCE ACTIVITIES,3592.77,,Large or Very large company,1,1,0,0,1
338,No,ES,MANUFACTURING,324649000.0,795.0,Large or Very large company,1,0,0,1,1
339,No,HU,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,125100848.168198,1.0,Large or Very large company,0,0,1,0,1
340,No,IT,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",4992339.0,10.0,Large or Very large company,1,0,0,1,1
342,No,IT,MANUFACTURING,186682753.0,379.0,Large or Very large company,1,1,1,1,0
344,Yes,IE,MINING AND QUARRYING,198635921.406731,1499.0,Large or Very large company,0,0,1,1,0
345,No,NL,FINANCIAL AND INSURANCE ACTIVITIES,427107000.0,2367.0,Large or Very large company,1,1,1,1,0
346,No,DE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,348138785.7,4741.0,Large or Very large company,1,0,1,0,1
347,No,BE,FINANCIAL AND INSURANCE ACTIVITIES,747885.0,,Large or Very large company,1,1,1,1,0
348,No,BE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,11973400.0,4.0,Large or Very large company,0,1,1,1,0
349,No,SE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,991531466.413061,90.0,Large or Very large company,1,0,0,0,0
350,No,PL,CONSTRUCTION,77203017.2299039,38.0,Large or Very large company,1,1,1,1,1
351,Yes,ES,FINANCIAL AND INSURANCE ACTIVITIES,2061.79,,Large or Very large company,1,1,0,0,1
352,No,PT,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,2428459.7,18.0,Large or Very large company,1,1,1,1,1
353,No,FR,TRANSPORTATION AND STORAGE,11345545.0,67.0,Large or Very large company,1,0,0,1,1
355,No,FR,FINANCIAL AND INSURANCE ACTIVITIES,,,Large or Very large company,1,1,1,1,0
356,No,NL,FINANCIAL AND INSURANCE ACTIVITIES,,1.0,Large or Very large company,1,1,1,1,1
357,No,NL,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",,,Large or Very large company,1,1,0,1,0
358,No,HU,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,83493194.0334427,2012.0,Large or Very large company,0,1,1,0,1
359,No,DE,MANUFACTURING,17200000.0,58.0,Large or Very large company,0,1,1,1,0
360,No,IE,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,59366395.0,10.0,Large or Very large company,0,0,1,0,0
361,No,FR,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",14238786.0,,Large or Very large company,0,1,0,1,0
362,No,DE,MANUFACTURING,,680.0,Large or Very large company,1,1,0,1,1
363,No,NL,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,109349935.0,18.0,Large or Very large company,1,1,1,1,1
364,No,DE,MANUFACTURING,,1620.0,Large or Very large company,1,0,0,0,1
365,No,IE,INFORMATION AND COMMUNICATION,10332890.0,25.0,Large or Very large company,0,0,0,0,0
366,No,FR,INFORMATION AND COMMUNICATION,16048889.0,18.0,Large or Very large company,0,1,1,0,1
367,Yes,SE,INFORMATION AND COMMUNICATION,337327.132447437,2.0,Large or Very large company,1,0,1,1,1
368,No,FI,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",183262032.0,349.0,Large or Very large company,1,1,1,1,1
369,No,DE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",14017002.69,141.0,Large or Very large company,0,0,0,0,1
371,No,IT,INFORMATION AND COMMUNICATION,12301343.0,18.0,Large or Very large company,1,1,1,1,0
372,No,FI,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",21272000.0,37.0,Large or Very large company,1,0,0,0,1
373,No,ES,CONSTRUCTION,18760576.48,28.0,Large or Very large company,1,1,1,1,1
374,No,SE,MANUFACTURING,1355147620.33438,1614.0,Large or Very large company,1,1,1,0,1
376,No,AT,FINANCIAL AND INSURANCE ACTIVITIES,258862996.85,,Large or Very large company,0,0,0,1,0
377,No,RO,MANUFACTURING,62240016.8750613,49.0,Large or Very large company,0,1,0,0,1
378,No,NL,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,,486.0,Large or Very large company,1,1,1,1,1
379,No,SE,MANUFACTURING,29793241.5830313,60.0,Large or Very large company,1,1,1,1,1
380,No,FI,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",15384000.0,76.0,Large or Very large company,1,1,1,1,1
381,No,PT,"AGRICULTURE, FORESTRY AND FISHING",11044737.27,40.0,Large or Very large company,1,1,1,1,1
382,No,ES,MANUFACTURING,16700627.719,11.0,Large or Very large company,1,0,0,0,1
383,No,NL,MANUFACTURING,107359000.0,206.0,Large or Very large company,0,1,0,0,1
384,No,ES,MANUFACTURING,15576411.0,67.0,Large or Very large company,1,1,1,1,1
385,No,DE,MANUFACTURING,,172.0,Large or Very large company,0,1,0,0,1
386,No,AT,MANUFACTURING,35307206.36,62.0,Large or Very large company,0,0,0,0,0
388,Yes,DK,MANUFACTURING,333638849.778211,690.0,Large or Very large company,1,1,1,1,0
389,No,NL,FINANCIAL AND INSURANCE ACTIVITIES,108229557.975844,3.0,Large or Very large company,0,0,0,0,0
390,No,PT,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,69338310.72,71.0,Large or Very large company,0,1,0,1,0
391,No,IT,MANUFACTURING,10059079.0,64.0,Large or Very large company,1,1,1,1,1
392,No,LU,FINANCIAL AND INSURANCE ACTIVITIES,3837106.0,,Large or Very large company,0,1,1,0,0
393,No,SE,CONSTRUCTION,41701635.9962332,133.0,Large or Very large company,0,1,1,1,0
394,No,DE,MANUFACTURING,27142551.29,88.0,Large or Very large company,1,0,0,1,1
396,No,DE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,27893415.02,140.0,Large or Very large company,1,0,1,1,1
397,No,FR,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,38373574.0,102.0,Large or Very large company,1,1,1,1,1
398,No,ES,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",36485000.0,371.0,Large or Very large company,1,1,0,1,1
400,No,BE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",18207323.0,41.0,Large or Very large company,1,1,1,1,1
402,Yes,ES,FINANCIAL AND INSURANCE ACTIVITIES,271.35,,Large or Very large company,1,1,0,0,1
403,No,IE,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,,1.0,Large or Very large company,1,1,1,1,1
405,No,ES,FINANCIAL AND INSURANCE ACTIVITIES,,,Large or Very large company,1,1,0,0,0
406,No,FR,FINANCIAL AND INSURANCE ACTIVITIES,35760000.0,,Large or Very large company,1,1,1,1,1
407,No,IE,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,11206156.0,11.0,Large or Very large company,0,1,0,1,0
409,No,IE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",104464413.0,,Large or Very large company,1,1,1,1,0
410,No,DK,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,195661960.212183,116.0,Large or Very large company,1,1,1,0,0
411,No,SE,MANUFACTURING,48762436.5838382,51.0,Large or Very large company,1,1,1,0,1
412,No,FR,EDUCATION,10653589.0,49.0,Large or Very large company,1,0,1,1,1
413,No,IT,"AGRICULTURE, FORESTRY AND FISHING",3935388.0,34.0,Large or Very large company,1,1,1,1,0
414,No,SE,No Information,,,Large or Very large company,1,1,1,1,1
415,No,DE,MANUFACTURING,59247913.47,291.0,Large or Very large company,1,0,1,1,1
416,No,DE,MANUFACTURING,,200.0,Large or Very large company,0,0,0,0,1
417,No,EE,MANUFACTURING,18153088.0,,Large or Very large company,1,1,1,1,0
418,No,IT,MANUFACTURING,54359000.0,45.0,Large or Very large company,1,1,1,1,1
419,No,DE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",40165148.21,287.0,Large or Very large company,0,1,1,0,0
420,No,BE,CONSTRUCTION,14132606.0,21.0,Large or Very large company,1,1,1,1,1
422,No,NL,FINANCIAL AND INSURANCE ACTIVITIES,,,Large or Very large company,0,1,1,1,0
423,No,IE,FINANCIAL AND INSURANCE ACTIVITIES,71956002.0,6.0,Large or Very large company,1,1,1,1,1
424,No,NL,FINANCIAL AND INSURANCE ACTIVITIES,,111.0,Large or Very large company,0,0,0,1,1
425,No,ES,MANUFACTURING,319690376.0,1354.0,Large or Very large company,0,0,0,0,0
426,No,FR,FINANCIAL AND INSURANCE ACTIVITIES,185536385.101446,3.0,Large or Very large company,1,1,0,1,1
427,Yes,LU,INFORMATION AND COMMUNICATION,3406407290.70481,21419.0,Large or Very large company,1,1,0,1,0
428,No,FR,FINANCIAL AND INSURANCE ACTIVITIES,296963403.0,,Large or Very large company,1,1,1,1,1
429,No,CY,INFORMATION AND COMMUNICATION,,,Large or Very large company,1,1,1,1,1
430,No,PT,MANUFACTURING,20222792.98,26.0,Large or Very large company,0,0,1,0,0
431,No,ES,TRANSPORTATION AND STORAGE,14709153.0,47.0,Large or Very large company,1,1,0,1,0
432,No,IT,CONSTRUCTION,17776884.0,93.0,Large or Very large company,0,0,0,0,0
433,No,DE,FINANCIAL AND INSURANCE ACTIVITIES,,,Large or Very large company,1,1,0,1,1
434,No,DE,REAL ESTATE ACTIVITIES,,415.0,Large or Very large company,1,0,1,0,1
436,No,IT,MANUFACTURING,16583716.0,28.0,Large or Very large company,1,1,1,0,1
437,No,AT,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,10000000.0,33.0,Large or Very large company,1,0,1,0,1
438,No,NL,MINING AND QUARRYING,16888020714.447,29.0,Large or Very large company,0,0,0,1,0
439,No,SE,No Information,,,Large or Very large company,1,1,1,1,1
440,Yes,PT,CONSTRUCTION,2481996000.0,41306.0,Large or Very large company,1,0,0,1,1
442,No,DE,MANUFACTURING,16370551.48,38.0,Large or Very large company,1,0,1,1,1
443,No,IT,FINANCIAL AND INSURANCE ACTIVITIES,655638000.0,1255.0,Large or Very large company,1,1,0,1,1
444,No,SK,TRANSPORTATION AND STORAGE,54519996.0,,Large or Very large company,1,1,1,1,1
445,No,FR,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,55349728.0,392.0,Large or Very large company,0,1,1,1,1
447,No,MT,"AGRICULTURE, FORESTRY AND FISHING",15664000.0,6.0,Large or Very large company,1,1,1,1,1
448,No,FI,MANUFACTURING,20454665.0,203.0,Large or Very large company,0,0,1,1,1
449,No,PL,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,,,Large or Very large company,0,0,0,0,0
450,No,DE,MANUFACTURING,,828.0,Large or Very large company,0,1,0,1,1
451,No,AT,FINANCIAL AND INSURANCE ACTIVITIES,,,Large or Very large company,0,1,0,1,1
453,No,IE,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,1961187.0,,Large or Very large company,1,1,1,1,1
454,No,BG,MANUFACTURING,1882056.63004399,240.0,Large or Very large company,0,1,0,1,0
455,No,IT,TRANSPORTATION AND STORAGE,46965722.0,451.0,Large or Very large company,1,1,1,0,1
456,Yes,ES,FINANCIAL AND INSURANCE ACTIVITIES,2596.04,,Large or Very large company,1,1,0,0,1
457,No,FI,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,15511000.0,14.0,Large or Very large company,0,0,0,1,1
458,No,IT,MANUFACTURING,3834282000.0,17447.0,Large or Very large company,1,1,0,1,1
459,No,BE,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,45007653.0,107.0,Large or Very large company,1,1,1,1,1
460,Yes,DE,MANUFACTURING,25088000.0,,Large or Very large company,0,0,0,0,1
461,No,SE,MANUFACTURING,117749664.081172,187.0,Large or Very large company,1,0,0,0,1
462,No,PL,INFORMATION AND COMMUNICATION,28904428.6213327,169.0,Large or Very large company,0,0,0,0,1
463,No,DK,INFORMATION AND COMMUNICATION,11905401.4608525,78.0,Large or Very large company,1,1,1,1,1
465,No,DE,MANUFACTURING,,160.0,Large or Very large company,1,0,0,0,1
466,No,DE,MANUFACTURING,,169.0,Large or Very large company,1,0,0,0,1
467,No,IE,FINANCIAL AND INSURANCE ACTIVITIES,8296000.0,,Large or Very large company,0,0,0,0,0
468,No,LT,TRANSPORTATION AND STORAGE,10915241.0,161.0,Large or Very large company,0,0,0,0,1
469,No,DE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",,,Large or Very large company,1,1,1,1,1
470,No,DE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,19000000.0,22.0,Large or Very large company,1,0,1,1,0
471,No,IE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,16066222.0,57.0,Large or Very large company,1,1,1,1,1
472,No,DK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",603344896.690335,1888.0,Large or Very large company,0,1,1,1,1
473,No,IT,"AGRICULTURE, FORESTRY AND FISHING",103183061.0,125.0,Large or Very large company,1,0,0,0,1
474,No,DE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,,2700.0,Large or Very large company,0,1,0,1,0
475,No,DK,MANUFACTURING,130347769.48422,293.0,Large or Very large company,1,1,1,1,1
476,No,FR,MANUFACTURING,147716479.0,258.0,Large or Very large company,1,1,1,1,1
477,No,HU,MANUFACTURING,28051038.3208913,102.0,Large or Very large company,1,1,1,0,0
478,No,IT,MANUFACTURING,18964170.0,55.0,Large or Very large company,0,0,1,0,0
479,No,LU,FINANCIAL AND INSURANCE ACTIVITIES,,,Large or Very large company,1,1,1,1,1
480,No,NL,FINANCIAL AND INSURANCE ACTIVITIES,,,Large or Very large company,1,1,1,1,1
481,No,DE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,71068338.07,249.0,Large or Very large company,1,1,1,1,1
483,No,PL,INFORMATION AND COMMUNICATION,10215201.6266646,166.0,Large or Very large company,0,1,1,1,0
484,No,NL,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,85370000.0,592.0,Large or Very large company,1,0,1,0,1
485,No,DE,MANUFACTURING,,347.0,Large or Very large company,1,0,0,1,1
486,No,IE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,17130608.0,77.0,Large or Very large company,1,1,1,1,1
487,No,CZ,MANUFACTURING,63778417.9704083,,Large or Very large company,1,1,1,1,1
488,No,IT,MANUFACTURING,230888330.0,138.0,Large or Very large company,1,1,1,1,0
489,Yes,ES,FINANCIAL AND INSURANCE ACTIVITIES,1074.83,,Large or Very large company,1,1,0,0,1
490,No,DE,OTHER SERVICE ACTIVITIES,32054052.03,131.0,Large or Very large company,1,1,1,1,0
491,No,NL,INFORMATION AND COMMUNICATION,67202000.0,89.0,Large or Very large company,0,1,1,1,1
492,No,IT,MANUFACTURING,16440442.0,42.0,Large or Very large company,1,1,1,1,1
493,No,NL,FINANCIAL AND INSURANCE ACTIVITIES,,,Large or Very large company,1,1,0,1,1
495,No,IT,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,58681545.0,8.0,Large or Very large company,1,0,1,0,1
496,No,CZ,INFORMATION AND COMMUNICATION,23376909.214962,,Large or Very large company,1,1,1,1,1
498,No,IT,MANUFACTURING,42264312.0,136.0,Large or Very large company,0,0,0,0,0
499,No,IT,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",22412439.0,77.0,Large or Very large company,0,0,0,0,0
500,No,IE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",,3.0,Large or Very large company,1,1,1,1,1
501,No,ES,MANUFACTURING,43666953.51,326.0,Large or Very large company,0,0,1,0,1
503,No,PT,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",22004336.13,7.0,Large or Very large company,1,1,1,1,1
504,No,NL,INFORMATION AND COMMUNICATION,,99.0,Large or Very large company,1,1,1,1,1
505,No,LU,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,27837985.0,,Large or Very large company,0,1,1,1,0
506,No,SE,MANUFACTURING,18342880.747798,45.0,Large or Very large company,1,1,1,1,0
507,No,DK,TRANSPORTATION AND STORAGE,253636106.457018,757.0,Large or Very large company,1,1,0,1,0
508,No,BE,REAL ESTATE ACTIVITIES,22058317.0,87.0,Large or Very large company,1,1,1,1,1
509,No,LU,FINANCIAL AND INSURANCE ACTIVITIES,,,Large or Very large company,0,0,0,0,1
510,No,BE,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,10407704.0,68.0,Large or Very large company,1,0,1,1,1
511,No,BE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",20885271.0,48.0,Large or Very large company,1,1,0,1,1
512,No,FR,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",19561823.0,110.0,Large or Very large company,0,0,0,1,0
513,No,IT,MANUFACTURING,27033711.0,48.0,Large or Very large company,1,1,1,0,0
514,No,BE,TRANSPORTATION AND STORAGE,500904020.0,1210.0,Large or Very large company,1,1,1,1,1
515,No,IT,TRANSPORTATION AND STORAGE,27200296.0,265.0,Large or Very large company,1,1,1,1,1
516,No,AT,FINANCIAL AND INSURANCE ACTIVITIES,,2.0,Large or Very large company,1,1,1,1,1
518,No,FR,EDUCATION,24759509.0,109.0,Large or Very large company,1,1,1,1,1
519,No,DE,MANUFACTURING,34617899.73,144.0,Large or Very large company,1,0,1,1,1
520,No,IT,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,173144486.0,59.0,Large or Very large company,0,1,0,1,0
